,Make,Brændstoftype,Gearkasse,Model,Kilometer,Årgang,Hestekræfter,Antal døre,Antal gear,Km/l,0 - 100 km/t,Tophastighed,Vægt,Grøn Ejerafgift,Nypris,Pris
8654,VW,Benzin,Manuel,Bora,227000,2003,115,4,5,12.5,11.0,195.0,1.225,4.36,258997.0,19900
7201,Skoda,Benzin,Manuel,Fabia,238000,2003,101,5,5,13.9,11.6,186.0,1.1,3.74,175570.0,8900
13826,BMW,Diesel,Manuel,318d,290000,2003,115,5,5,17.2,11.0,200.0,1.45,7.38,471500.0,26500
9229,Volvo,Benzin,Manuel,S60,278000,2003,200,4,5,10.9,7.6,230.0,1.467,6.2,459404.0,31000
7583,Ford,Diesel,Manuel,Galaxy,167000,2003,115,5,6,15.8,13.7,181.0,1.625,8.22,472500.0,20000
13645,Ford,Benzin,Manuel,Mondeo,335000,2003,170,5,5,9.6,8.7,219.0,1.45,8.02,375598.0,14400
8911,Toyota,Benzin,Manuel,Corolla,235000,2003,110,4,5,14.29,10.2,190.0,1.125,3.14,292414.0,26900
8868,Skoda,Diesel,Manuel,Fabia,385000,2003,101,5,5,20.2,11.6,187.0,1.155,5.68,209000.0,9800
8368,Audi,Diesel,Automatisk,A2,362000,2003,61,5,5,33.3,14.8,168.0,825.0,1.26,271999.0,34900
1937,Fiat,Benzin,Manuel,Panda,170000,2003,60,5,5,17.9,14.0,155.0,835.0,1.88,119998.0,19900
1009,Honda,Benzin,Manuel,Civic,267000,2003,110,5,5,14.9,10.2,185.0,1.125,3.14,209849.0,14800
13452,Skoda,Benzin,Manuel,Octavia,275000,2003,115,5,5,12.5,10.8,198.0,1.275,4.36,226795.0,12500
1032,Volvo,Benzin,Manuel,V70,396000,2003,140,5,5,11.2,10.5,205.0,1.47,5.58,405902.0,19990
1083,Mazda,Benzin,Manuel,6,84000,2003,120,4,5,12.0,10.7,197.0,1.25,4.96,261897.0,24900
1062,Fiat,Benzin,Automatisk,Punto,205000,2003,80,3,5,15.4,12.6,165.0,975.0,2.52,184997.0,10000
12973,Porsche,Benzin,Manuel,911,79000,2003,381,2,6,9.9,4.5,306.0,1.38,8.02,2243635.0,546020
12055,VW,Benzin,Automatisk,Polo,301000,2003,75,5,4,13.4,15.3,168.0,1.05,3.74,201681.0,19900
1608,Peugeot,Benzin,Manuel,307,329000,2003,138,5,5,12.0,9.8,200.0,1.33,4.96,274990.0,9600
9326,Nissan,Benzin,Manuel,Micra,205000,2003,65,5,5,16.9,16.3,154.0,957.0,1.88,147997.0,9800
13979,Peugeot,Diesel,Manuel,807,320000,2003,128,5,5,13.5,13.6,182.0,1.725,9.94,556690.0,17500
5541,Daewoo,Benzin,Manuel,Matiz,102000,2003,51,5,5,15.6,17.0,144.0,725.0,2.52,109995.0,12500
1641,Mercedes,Benzin,Automatisk,SL500,217000,2003,306,2,5,7.9,6.3,250.0,1.75,10.52,2090000.0,199800
5663,Audi,Benzin,Manuel,TT,129000,2003,225,2,6,10.6,6.6,243.0,1.465,6.2,775797.0,124900
5705,Peugeot,Benzin,Manuel,307,171000,2003,110,5,5,13.5,10.7,190.0,1.2,3.74,215990.0,14900
9891,Peugeot,Benzin,Manuel,307,129000,2003,110,5,5,13.9,10.7,190.0,1.2,3.74,215990.0,15500
6049,Fiat,Benzin,Manuel,Panda,77000,2003,60,5,5,17.9,14.0,155.0,835.0,1.88,119998.0,36800
9638,BMW,Benzin,Manuel,M3,134000,2003,343,2,6,8.4,5.2,250.0,1.475,9.3,1170000.0,229900
6328,Skoda,Benzin,Manuel,Octavia,188000,2003,102,5,5,14.1,11.9,190.0,1.2,3.74,200001.0,16900
6404,Mazda,Benzin,Manuel,6,132000,2003,120,5,5,12.3,11.2,192.0,1.325,4.96,277998.0,36900
6412,Suzuki,Diesel,Manuel,Grand,339000,2003,109,5,5,13.7,13.9,160.0,1.45,6.35,176197.0,19800
6465,Toyota,Benzin,Manuel,Avensis,318000,2003,129,5,5,13.2,10.5,195.0,1.225,4.36,254876.0,14500
14160,Audi,Diesel,Manuel,A4,330000,2003,130,5,6,17.2,10.2,206.0,1.46,7.38,458495.0,22500
11989,Citroën,Benzin,Manuel,Berlingo,415000,2003,109,5,5,13.5,12.7,172.0,1.225,3.74,195000.0,12900
10626,Audi,Benzin,Manuel,A4,265000,2003,102,4,5,12.9,12.9,190.0,1.27,4.36,326694.0,19800
6848,VW,Diesel,Manuel,Touran,202000,2003,100,5,6,16.9,13.5,177.0,1.475,6.35,208452.0,16900
2139,VW,Diesel,Manuel,Passat,367000,2003,130,5,5,17.2,10.2,201.0,1.35,7.38,379073.0,19900
10876,Toyota,Benzin,Manuel,Yaris,160000,2003,68,5,5,17.9,13.6,155.0,900.0,1.88,143570.0,24800
2961,Hyundai,Benzin,Manuel,Sonata,265000,2003,133,4,5,11.1,13.3,200.0,1.4,5.58,229997.0,5000
19801,Toyota,Diesel,Manuel,Corolla,401000,2003,90,5,5,17.54,12.6,180.0,1.27,6.54,321379.0,9800
19164,Mitsubishi,Benzin,Manuel,Space,135000,2003,98,5,5,13.9,12.0,180.0,1.14,3.74,189999.0,8500
18663,Kia,Benzin,Manuel,Rio,138000,2003,81,5,5,15.2,14.3,165.0,1.05,3.14,125997.0,9900
258,BMW,Benzin,Manuel,320i,195000,2003,170,4,5,11.2,8.3,226.0,1.35,5.58,484000.0,49900
41,Audi,Benzin,Manuel,A4,270000,2003,163,5,5,12.1,9.1,219.0,1.425,4.96,465000.0,29400
18068,Citroën,Benzin,Manuel,Xsara,269000,2003,110,5,5,14.5,11.0,195.0,1.15,3.14,188998.0,4899
17589,Citroën,Diesel,Manuel,C5,319000,2003,109,5,5,17.9,12.5,192.0,1.35,6.54,305993.0,14900
18200,Toyota,Diesel,Manuel,CombiVan,226000,2003,90,5,5,11.6,13.5,170.0,1.375,6.35,158209.0,9900
17570,VW,Benzin,Manuel,Golf,217000,2003,105,5,5,14.5,10.5,192.0,1.1,3.14,231993.0,29900
2192,Peugeot,Benzin,Manuel,407,228000,2004,116,5,5,12.3,11.7,195.0,1.43,4.96,329988.0,10900
11748,BMW,Benzin,Automatisk,525i,271000,2004,192,4,6,10.1,8.7,233.0,1.475,6.82,744000.0,89900
4229,Suzuki,Benzin,Manuel,Wagon,216000,2004,94,5,5,15.9,12.8,160.0,950.0,2.52,133993.0,11900
11815,Opel,Benzin,Manuel,Meriva,219000,2004,90,5,5,15.6,13.8,168.0,1.25,2.52,234268.0,17900
6732,Peugeot,Benzin,Manuel,307,169000,2004,135,2,5,12.2,10.3,207.0,1.432,4.96,379582.0,55000
16830,Volvo,Benzin,Manuel,V40,300000,2004,122,5,5,12.8,10.5,200.0,1.25,4.36,258190.0,12899
6649,Skoda,Diesel,Manuel,Superb,376000,2004,130,4,5,17.5,10.4,205.0,1.45,6.54,370729.0,19500
11645,Audi,Benzin,Manuel,A4,261000,2004,102,5,5,12.8,13.2,186.0,1.325,4.36,349989.0,24900
2243,Toyota,Benzin,Manuel,Corolla,163000,2004,110,5,5,13.9,10.2,190.0,1.175,3.74,299405.0,34900
19482,Skoda,Benzin,Manuel,Octavia,316000,2004,102,5,5,13.8,12.3,190.0,1.25,3.74,188958.0,5000
12273,Ford,Benzin,Manuel,Ka,143000,2004,95,2,5,12.7,12.1,173.0,1.05,4.36,300325.0,49900
4441,BMW,Benzin,Automatisk,520i,286000,2004,170,4,5,10.2,9.9,226.0,1.475,6.82,613951.0,89900
12275,Mazda,Benzin,Manuel,RX-8,119000,2004,192,5,5,9.26,7.2,223.0,1.4,8.02,480239.0,144900
11962,Mercedes,Diesel,Automatisk,E280,304000,2004,177,5,5,13.2,9.3,220.0,1.775,9.94,1023000.0,89900
776,Volvo,Benzin,Automatisk,V70,304000,2004,140,5,5,10.3,11.4,200.0,1.475,6.82,577554.0,39900
1398,Mercedes,Benzin,Automatisk,SLK200,96000,2004,163,2,5,11.4,8.3,226.0,1.325,5.58,777000.0,219900
19360,Audi,Benzin,Manuel,A4,209000,2004,220,2,5,10.2,7.8,243.0,1.58,6.82,652505.0,84800
3795,Mazda,Benzin,Manuel,3,203000,2004,150,5,5,12.2,9.3,202.0,1.235,4.96,283986.0,13900
15733,Citroën,Benzin,Automatisk,C2,233000,2004,75,3,5,16.95,14.1,169.0,975.0,1.88,184277.0,14900
15720,Toyota,Diesel,Manuel,Sportsvan,248000,2004,116,5,5,10.8,12.5,180.0,1.525,6.35,199560.0,9899
2066,VW,Diesel,Manuel,Touran,213000,2004,100,5,6,16.8,13.5,177.0,1.475,6.35,183919.0,3500
15700,Ford,Benzin,Manuel,Mondeo,240000,2004,145,5,5,12.8,9.9,215.0,1.3,4.36,332587.0,5900
15640,Ford,Benzin,Manuel,Mondeo,281000,2004,145,5,5,12.5,10.2,210.0,1.35,4.36,362000.0,14900
11090,Audi,Benzin,Manuel,A6,226000,2004,130,5,5,11.9,10.7,203.0,1.45,4.96,474800.0,39500
1450,Fiat,Benzin,Manuel,Panda,136000,2004,60,5,5,17.9,14.0,155.0,835.0,1.88,119926.0,22400
15514,Opel,Benzin,Automatisk,Meriva,139000,2004,100,5,5,14.9,14.3,181.0,1.275,3.14,266417.0,44900
2775,Kia,Benzin,Manuel,Cerato,169000,2004,105,4,5,14.7,11.0,186.0,1.175,3.14,184995.0,12500
11217,Saab,Benzin,Automatisk,9-3,176000,2004,150,4,5,10.6,10.7,210.0,1.43,6.2,404500.0,39900
11264,Ford,Benzin,Manuel,Mondeo,168000,2004,170,5,5,9.8,8.7,225.0,1.35,8.02,396025.0,19900
19230,Kia,Benzin,Manuel,Rio,144000,2004,98,5,5,14.5,11.4,175.0,1.075,3.14,144997.0,14900
19253,BMW,Benzin,Automatisk,730i,266000,2004,231,4,6,9.4,8.1,237.0,1.775,8.02,1298685.0,99900
11490,Ford,Benzin,Manuel,Ka,184000,2004,70,3,5,16.9,14.1,167.0,875.0,1.88,119074.0,12500
4092,Daewoo,Benzin,Manuel,Nubira,185000,2004,109,4,5,14.1,11.0,185.0,1.125,3.74,178215.0,12700
19508,VW,Diesel,Manuel,Touran,352000,2004,105,5,6,16.95,13.2,179.0,1.473,6.38,367000.0,14500
14729,Seat,Benzin,Manuel,Altea,161000,2004,102,5,5,13.1,12.8,181.0,1.275,4.36,260000.0,34900
19511,Fiat,Diesel,Manuel,Stilo,363000,2004,115,5,5,17.9,11.2,190.0,1.4,6.54,263033.0,8900
19615,BMW,Diesel,Automatisk,535d,264000,2004,272,5,6,12.5,6.6,250.0,1.73,9.82,1014000.0,114900
17842,Fiat,Benzin,Manuel,Panda,116000,2004,60,5,5,17.9,14.0,155.0,835.0,1.88,119926.0,19900
392,VW,Diesel,Manuel,Touran,317000,2004,140,5,6,16.4,10.6,200.0,1.55,6.38,401895.0,14700
4860,Kia,Benzin,Manuel,Picanto,143000,2004,65,5,5,20.4,15.4,154.0,875.0,660.0,114998.0,16900
13608,Peugeot,Benzin,Manuel,407,180000,2004,116,4,5,12.7,11.3,200.0,1.375,4.36,304989.0,17900
5613,Alfa,Benzin,Manuel,Romeo,110000,2004,165,3,5,11.5,8.7,216.0,1.295,5.58,514837.0,89000
4936,Kia,Benzin,Manuel,Magentis,125000,2004,136,4,5,11.6,11.5,207.0,1.4,5.58,209996.0,13200
4739,Chrysler,Benzin,Automatisk,Crossfire,133000,2004,218,2,5,9.9,6.5,250.0,1.35,8.02,817810.0,149999
980,Toyota,Benzin,Manuel,Corolla,298000,2004,110,5,5,14.29,10.2,190.0,1.125,3.14,250263.0,17900
5517,VW,Diesel,Manuel,Golf,301000,2004,90,5,5,19.2,12.9,176.0,1.225,5.68,286676.0,19900
14151,VW,Diesel,Manuel,Passat,310000,2004,100,4,5,18.4,12.4,191.0,1.375,6.54,335621.0,9900
5106,VW,Benzin,Manuel,Polo,141000,2004,75,5,5,15.5,12.9,172.0,996.0,2.52,205000.0,24700
2607,Mercedes,Benzin,Automatisk,CLK320,171000,2004,218,2,5,9.6,8.2,240.0,1.625,8.02,1077000.0,139900
19703,Ford,Benzin,Manuel,Mondeo,207000,2004,145,5,5,12.5,10.2,210.0,1.35,4.36,362000.0,15500
169,Saab,Benzin,Automatisk,9-5,343000,2004,150,5,5,9.4,12.5,205.0,1.55,8.02,475000.0,9900
924,Mercedes,Diesel,Automatisk,E220,468000,2004,150,5,5,14.1,11.1,207.0,1.7,9.1,863518.0,34900
14192,Peugeot,Diesel,Manuel,307,369000,2004,90,5,5,18.5,13.3,174.0,1.365,6.54,259990.0,7900
801,Volvo,Benzin,Manuel,V40,200000,2004,122,5,5,12.8,10.5,200.0,1.25,4.36,258190.0,18500
4721,Honda,Benzin,Manuel,Civic,287000,2004,110,5,5,14.9,10.2,185.0,1.125,3.14,233665.0,13900
17476,VW,Benzin,Manuel,Golf,177000,2004,90,3,5,16.1,12.9,174.0,1.125,2.52,233728.0,29999
12391,Citroën,Diesel,Manuel,C2,195000,2004,68,3,5,24.4,14.8,166.0,1.0,4.02,172079.0,12900
6290,Suzuki,Benzin,Manuel,Liana,250000,2004,107,5,5,14.5,11.7,170.0,1.125,3.14,180517.0,5000
449,Toyota,Diesel,Manuel,Yaris,275000,2004,75,5,5,22.7,12.9,170.0,950.0,4.02,186528.0,11800
6183,Land,Benzin,Manuel,Rover,244000,2004,117,3,5,9.6,11.8,160.0,1.4,8.02,386635.0,19900
12609,Toyota,Benzin,Manuel,Corolla,198000,2004,97,4,5,14.93,12.0,185.0,1.125,3.14,213676.0,24900
4504,VW,Benzin,Manuel,Polo,257000,2004,75,5,5,15.5,12.9,172.0,996.0,2.52,205000.0,13800
17283,Toyota,Benzin,Manuel,Corolla,178000,2004,110,5,5,13.9,10.2,190.0,1.175,3.74,229016.0,27900
5704,Peugeot,Diesel,Manuel,206,210000,2004,90,5,5,18.87,12.3,180.0,1.1,5.68,228482.0,16900
195,Audi,Benzin,Manuel,A4,220000,2004,163,5,5,12.1,9.1,219.0,1.425,4.96,450662.0,49800
14498,Mercedes,Diesel,Automatisk,E220,638000,2004,150,5,5,14.1,11.1,207.0,1.7,9.1,821896.0,19800
5924,Skoda,Benzin,Manuel,Octavia,222000,2004,102,5,5,14.1,11.9,190.0,1.2,3.74,233060.0,16900
5912,Hyundai,Benzin,Automatisk,Santa,294000,2004,173,5,4,8.8,11.6,184.0,1.7,9.3,435995.0,34900
5763,Suzuki,Benzin,Manuel,Ignis,120000,2004,94,5,5,15.4,11.1,160.0,950.0,2.52,139991.0,14900
19554,Ford,Benzin,Manuel,Focus,246000,2004,100,5,5,14.5,11.3,185.0,1.1,3.14,242659.0,7900
5737,Audi,Benzin,Manuel,A6,242000,2004,177,4,6,10.0,8.9,231.0,1.525,6.82,502696.0,34900
5726,Kia,Benzin,Manuel,Picanto,87000,2004,65,5,5,20.4,15.4,154.0,875.0,660.0,114998.0,27900
5990,Citroën,Benzin,Manuel,Xsara,235000,2004,95,5,5,13.3,15.0,171.0,1.225,3.74,221863.0,9900
7725,Peugeot,Benzin,Manuel,307,250000,2004,138,5,5,12.0,9.8,200.0,1.33,4.96,299988.0,19500
13957,Citroën,Diesel,Automatisk,C3,335000,2004,70,5,5,23.3,15.4,165.0,1.05,4.02,219384.0,14900
9517,Fiat,Benzin,Manuel,Panda,98000,2004,60,5,5,17.9,14.0,155.0,835.0,1.88,122707.0,24900
9373,Peugeot,Benzin,Manuel,307,242000,2004,138,5,5,12.0,9.8,200.0,1.33,4.96,299988.0,5000
2837,Audi,Benzin,Manuel,A6,332000,2004,130,5,5,11.9,10.7,203.0,1.45,4.96,474800.0,24900
9374,Peugeot,Benzin,Manuel,307,183000,2004,135,2,5,12.2,10.3,207.0,1.432,4.96,379582.0,59900
8792,Ford,Benzin,Manuel,Galaxy,373000,2004,145,5,5,10.0,13.1,192.0,1.675,6.82,397123.0,14500
8604,Skoda,Diesel,Manuel,Fabia,417000,2004,64,5,5,20.8,18.6,154.0,1.125,4.88,175959.0,6800
7987,Citroën,Benzin,Manuel,C3,138000,2004,75,5,5,16.1,13.6,168.0,1.0,2.52,170441.0,24800
8079,Audi,Benzin,Manuel,A4,241000,2004,163,4,5,12.1,8.6,228.0,1.355,4.96,477998.0,29700
8142,Land,Benzin,Manuel,Rover,177000,2004,117,5,5,9.6,12.6,170.0,1.425,8.02,446299.0,44900
9519,Peugeot,Diesel,Manuel,407,387000,2004,110,5,6,17.9,13.7,189.0,1.475,6.54,361463.0,9900
8144,Toyota,Benzin,Manuel,Avensis,196000,2004,129,4,5,13.9,10.3,200.0,1.257,3.74,346599.0,29400
316,Opel,Benzin,Manuel,Astra,178000,2004,104,5,5,15.2,11.0,188.0,1.1,3.14,186760.0,13900
8167,Audi,Benzin,Manuel,A6,299000,2004,177,4,6,10.2,8.9,231.0,1.525,6.82,502696.0,38000
9529,Toyota,Benzin,Manuel,Avensis,159000,2004,129,4,5,13.89,10.3,200.0,1.257,3.74,346599.0,39900
8744,Suzuki,Benzin,Manuel,Grand,145000,2004,128,5,5,10.8,12.0,160.0,1.325,3.89,167925.0,39999
18501,Nissan,Benzin,Manuel,Primera,299000,2004,116,5,5,13.5,12.3,188.0,1.325,3.74,292200.0,16500
8671,Peugeot,Benzin,Manuel,307,270000,2004,110,5,5,13.0,11.9,182.0,1.299,4.36,238754.0,11900
8359,Hyundai,Benzin,Manuel,Getz,186000,2004,105,3,5,15.4,9.6,176.0,1.025,2.52,139290.0,14990
1638,Toyota,Diesel,Manuel,RAV4,284000,2004,116,5,5,11.6,13.0,170.0,1.375,6.35,210503.0,22900
3239,Peugeot,Diesel,Manuel,206,359000,2004,90,5,5,18.87,12.3,180.0,1.1,5.68,217826.0,6900
2877,Opel,Benzin,Manuel,Vectra,202000,2004,122,4,5,13.2,11.2,203.0,1.275,4.36,318402.0,19900
10640,Mercedes,Diesel,Manuel,C220,399000,2004,150,5,6,15.2,10.5,218.0,1.5,8.22,728803.0,29500
9666,Peugeot,Benzin,Manuel,407,239000,2004,116,5,5,12.3,11.7,195.0,1.43,4.96,329988.0,18500
16494,Mercedes,Diesel,Manuel,A170,279000,2004,95,5,5,20.0,12.1,180.0,1.05,5.68,367888.0,12000
8602,VW,Diesel,Manuel,Passat,305000,2004,100,5,5,17.7,12.8,184.0,1.425,6.54,353637.0,12900
9670,Suzuki,Benzin,Manuel,Wagon,142000,2004,94,5,5,15.9,12.8,160.0,950.0,2.52,134598.0,9900
16639,Citroën,Benzin,Manuel,C5,210000,2004,138,5,5,11.9,11.0,203.0,1.35,4.96,287790.0,12400
8867,Toyota,Diesel,Manuel,Yaris,445000,2004,75,3,5,22.7,12.9,170.0,895.0,4.02,163000.0,6800
8608,Opel,Benzin,Manuel,Vectra,430000,2004,122,5,5,12.5,12.0,199.0,1.391,4.36,353439.0,12500
9232,Daewoo,Benzin,Manuel,Kalos,162000,2004,72,5,5,15.2,13.7,157.0,950.0,3.14,118758.0,15000
2016,Citroën,Benzin,Manuel,C8,247000,2004,138,5,5,9.5,12.2,185.0,1.575,3.89,213100.0,9900
9247,Kia,Benzin,Manuel,Rio,77000,2004,81,5,5,15.2,14.3,165.0,1.05,3.14,133999.0,19900
18680,Suzuki,Benzin,Manuel,Wagon,226000,2004,94,5,5,15.9,12.8,160.0,950.0,2.52,134598.0,15900
15932,Suzuki,Benzin,Manuel,Alto,250000,2004,62,5,5,20.4,14.8,155.0,775.0,660.0,109951.0,12800
15999,Hyundai,Diesel,Manuel,Santa,261000,2004,113,5,5,9.9,14.9,167.0,1.625,6.35,409995.0,24500
8954,VW,Benzin,Manuel,Caddy,187000,2004,75,4,5,12.1,17.9,148.0,1.35,4.96,198481.0,28900
2017,VW,Diesel,Automatisk,Touareg,393000,2004,174,5,6,9.9,12.9,179.0,2.179,15.88,853948.0,52900
8869,VW,Diesel,Manuel,Touran,452000,2004,105,5,6,16.8,13.2,179.0,1.473,6.38,367464.0,14500
1575,Skoda,Benzin,Manuel,Fabia,156000,2004,64,5,5,16.8,15.9,160.0,1.05,1.88,153329.0,19500
7882,Fiat,Benzin,Manuel,Panda,338000,2004,60,5,5,17.9,14.0,155.0,835.0,1.88,119926.0,9990
3520,Toyota,Diesel,Manuel,Yaris,363000,2004,75,5,5,20.2,13.8,160.0,1.025,5.68,186166.0,9500
16779,Suzuki,Benzin,Manuel,Liana,225000,2004,107,5,5,14.5,11.7,170.0,1.125,3.14,180517.0,14500
5762,Suzuki,Benzin,Manuel,Liana,232000,2005,107,5,5,14.5,11.7,170.0,1.125,3.14,190777.0,5800
5373,Audi,Diesel,Automatisk,A8,383000,2005,233,4,6,11.8,7.8,243.0,1.83,12.48,1449698.0,99900
1067,Mercedes,Benzin,Automatisk,SLK200,138000,2005,163,2,5,11.4,8.3,226.0,1.325,5.58,777000.0,169900
13801,Opel,Benzin,Manuel,Zafira,275000,2005,125,5,5,12.2,11.5,184.0,1.35,4.96,336732.0,17500
8666,Volvo,Benzin,Manuel,S60,270000,2005,170,4,5,11.2,8.7,225.0,1.403,5.58,475000.0,29500
5925,Peugeot,Benzin,Automatisk,407,266000,2005,136,4,4,11.4,10.9,206.0,1.421,5.58,358943.0,16500
385,Ford,Benzin,Manuel,Focus,115000,2005,100,5,5,14.5,12.9,175.0,1.234,3.14,252539.0,27900
17868,Jaguar,Benzin,Automatisk,S-Type,227000,2005,200,4,6,9.7,9.5,225.0,1.575,8.02,799000.0,74900
1698,Suzuki,Benzin,Manuel,Liana,178000,2005,107,5,5,14.5,11.7,170.0,1.125,3.14,190777.0,19900
13655,Toyota,Benzin,Manuel,Corolla,200000,2005,110,5,5,14.3,10.2,190.0,1.125,3.14,218112.0,29900
2465,Citroën,Benzin,Automatisk,C5,189000,2005,210,5,6,10.0,8.6,230.0,1.55,6.82,478475.0,47500
6038,Kia,Benzin,Manuel,Carens,117000,2005,138,5,5,12.3,10.6,185.0,1.375,2.25,132565.0,18500
9664,Hyundai,Benzin,Manuel,Getz,119000,2005,105,5,5,15.9,9.6,176.0,1.025,2.52,144813.0,18900
13804,VW,Diesel,Automatisk,Touareg,290000,2005,174,5,5,8.2,12.9,179.0,2.179,7.32,414383.0,39500
1095,VW,Benzin,Manuel,Touran,328000,2005,102,5,5,12.6,12.9,179.0,1.425,4.36,321123.0,15900
13807,Mazda,Benzin,Manuel,3,240000,2005,105,4,5,13.9,11.0,185.0,1.14,3.74,218779.0,17900
12748,Peugeot,Diesel,Manuel,407,307000,2005,110,5,6,17.9,13.7,189.0,1.475,6.54,307689.0,24999
12735,Peugeot,Benzin,Manuel,307,297000,2005,138,5,5,12.7,9.8,205.0,1.225,4.36,275373.0,22499
13879,Daewoo,Benzin,Automatisk,Nubira,146000,2005,109,4,4,12.3,14.3,176.0,1.175,4.96,203005.0,25000
1789,VW,Benzin,Manuel,Golf,269000,2005,200,5,6,12.5,7.2,235.0,1.35,4.36,417817.0,50000
6173,Mazda,Benzin,Manuel,3,183000,2005,105,5,5,13.9,11.0,182.0,1.1,3.74,234231.0,22900
8652,BMW,Diesel,Manuel,320d,330000,2005,163,4,6,17.5,8.3,225.0,1.425,6.54,525073.0,42500
9662,Peugeot,Benzin,Automatisk,607,222000,2005,211,4,4,9.8,9.9,237.0,1.55,8.02,572396.0,49900
13770,Audi,Benzin,Manuel,A4,298000,2005,163,5,5,12.0,9.1,219.0,1.425,4.96,451665.0,39900
5485,Hyundai,Benzin,Manuel,Matrix,162000,2005,103,5,5,13.7,12.7,170.0,1.223,3.74,177284.0,19900
18904,Land,Diesel,Manuel,Rover,283000,2005,112,5,5,10.6,14.4,159.0,1.55,6.35,255001.0,39400
5545,VW,Diesel,Manuel,Passat,210000,2005,140,5,6,16.4,10.1,206.0,1.485,7.38,484628.0,34500
18843,Audi,Benzin,Manuel,A4,238000,2005,130,4,5,12.5,9.9,212.0,1.34,4.36,395672.0,44999
13644,Seat,Diesel,Manuel,Altea,233000,2005,105,5,5,11.6,12.3,183.0,1.38,5.35,163821.0,18500
987,VW,Diesel,Manuel,Touran,240000,2005,140,5,6,16.7,10.6,200.0,1.55,6.38,401895.0,34900
8807,Audi,Benzin,Manuel,A4,244000,2005,163,4,5,12.2,8.6,228.0,1.355,4.96,425055.0,49400
5628,Audi,Benzin,Manuel,A3,259000,2005,150,3,6,13.9,9.1,211.0,1.275,3.74,345517.0,59500
5655,Ford,Benzin,Manuel,Focus,249000,2005,100,5,5,14.9,11.2,185.0,1.2,3.14,224744.0,22400
18819,Toyota,Benzin,Automatisk,Corolla,304000,2005,129,5,5,13.3,12.7,195.0,1.35,3.74,331121.0,38000
2545,Kia,Benzin,Manuel,Sportage,160000,2005,141,5,5,12.5,10.4,179.0,1.45,3.89,144384.0,39800
18857,Chevrolet,Benzin,Manuel,Lacetti,168000,2005,109,5,5,14.1,11.4,187.0,1.225,3.74,176291.0,14900
5665,Peugeot,Benzin,Manuel,206,167000,2005,75,5,5,15.9,12.2,170.0,925.0,2.52,150988.0,12900
13470,VW,Diesel,Manuel,Touran,287000,2005,105,5,6,16.95,13.2,179.0,1.473,6.38,342332.0,24900
13766,Saab,Benzin,Manuel,9-3,420000,2005,122,4,5,13.0,11.5,200.0,1.34,4.36,354229.0,25000
18893,Ford,Diesel,Manuel,Fiesta,325000,2005,68,5,5,22.7,14.9,164.0,1.05,4.02,184566.0,5900
13726,Opel,Benzin,Manuel,Vectra,386000,2005,155,5,6,13.2,9.6,218.0,1.4,4.36,347430.0,14900
5487,Suzuki,Benzin,Manuel,Wagon,221000,2005,94,5,5,15.9,12.8,160.0,950.0,2.52,134737.0,14900
5670,Kia,Benzin,Manuel,Picanto,263000,2005,65,5,5,20.4,15.4,154.0,875.0,660.0,114997.0,13500
5693,Toyota,Diesel,Manuel,Corolla,195000,2005,90,3,5,20.8,13.3,180.0,1.19,4.88,295803.0,32900
5700,Seat,Diesel,Manuel,Toledo,92000,2005,105,5,5,18.5,12.4,183.0,1.4,6.54,323407.0,33999
9212,Peugeot,Benzin,Manuel,1007,188000,2005,75,3,5,15.63,14.4,165.0,1.115,2.52,179900.0,17500
13391,Jeep,Diesel,Automatisk,Cherokee,51000,2005,163,5,5,9.1,12.6,174.0,1.925,7.32,326737.0,79800
13388,Citroën,Benzin,Manuel,C3,152000,2005,75,5,5,16.1,13.6,168.0,1.0,2.52,173778.0,24900
13385,Volvo,Benzin,Manuel,V50,204000,2005,125,5,5,13.7,11.0,200.0,1.275,3.74,366691.0,45000
8779,Toyota,Diesel,Manuel,Yaris,370000,2005,75,5,5,22.7,12.9,170.0,950.0,4.02,175326.0,9800
1760,Nissan,Benzin,Manuel,Primera,320000,2005,116,5,5,13.5,12.3,188.0,1.325,3.74,318783.0,6900
5717,Kia,Diesel,Manuel,Sportage,234000,2005,140,5,5,10.4,10.4,179.0,1.45,6.35,173926.0,19800
13455,Ford,Benzin,Manuel,Focus,185000,2005,100,5,5,14.49,12.9,175.0,1.234,3.14,270481.0,31900
2026,Suzuki,Benzin,Manuel,Liana,193000,2005,107,4,5,14.5,11.7,170.0,1.1,3.14,179371.0,10900
12354,Ford,Benzin,Manuel,Focus,192000,2005,100,5,5,14.49,12.9,175.0,1.234,3.14,270481.0,28900
6256,Opel,Benzin,Manuel,Vectra,254000,2005,122,4,5,13.2,11.2,203.0,1.275,4.36,303330.0,25000
1494,Volvo,Benzin,Manuel,V50,173000,2005,125,5,5,13.7,11.0,200.0,1.275,3.74,340000.0,49800
11137,Toyota,Benzin,Manuel,Corolla,320000,2005,110,5,5,13.89,10.2,190.0,1.175,3.74,254163.0,17900
11184,Volvo,Diesel,Automatisk,V70,463000,2005,163,5,5,12.7,10.2,210.0,1.575,10.82,694229.0,29900
7291,Mazda,Benzin,Automatisk,6,199000,2005,141,4,4,11.6,11.8,195.0,1.3,5.58,285094.0,29900
